rank,alpha,trainable_params,train_time_min,peak_vram_gb,eval_loss,eval_perplexity
8,16,2293760,5.492564551035563,7.5134464,1.3166674375534058,3.7309669558523013
16,32,4587520,5.595983994007111,6.74303488,1.305916666984558,3.6910710263627227
64,128,18350080,5.558184727032979,8.488369152,1.298048734664917,3.6621438769932646
